candidate,case_id,case_index,collision_event_error,disagreement_mse,disagreement_pixel_frechet,disagreement_ssim_error,disagreement_temporal_gradient_mse,energy_drift,exact_miss_mse,exact_miss_pixel_frechet,exact_miss_ssim_error,exact_miss_temporal_gradient_mse,failed_collision_event_error,failed_energy_drift,failed_kinematic_residual,failed_momentum_drift,failed_position_rmse,failed_velocity_rmse,initial_condition_error,kinematic_residual,model_seed,momentum_drift,mse,partial_error,pixel_frechet,position_rmse,post_contact_position_rmse,psnr,ratio_to_random_mse,ratio_to_random_pixel_frechet,ratio_to_random_ssim_error,ratio_to_random_temporal_gradient_mse,ssim,ssim_error,state_failure,temporal_gradient_mse,velocity_rmse
analytic-oracle,test-0000,0,0.0,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0007464962975241056,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0000,0,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5811352540183394,,0.0,0.010400273837149143,True,0.003828377687593706,0.03010710609319395,0.02887204307170256,19.829552256630322,0.4400520234448332,0.052021390950928954,0.4398479428603252,0.014304010722124776,0.5760932404076744,0.4239067595923256,True,0.00034591153962537646,0.8707379792473493
linear-extrapolation,test-0000,0,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,3.3990168201047087e-14,,0.0,0.00941447727382183,True,0.0030064086346731737,0.06096187789843635,0.08130332151221845,20.262037885944242,0.3983414128215212,0.04085217596200234,0.43991359308753497,0.014595958437690465,0.5760299695079584,0.4239700304920416,True,0.00035297166323289275,0.8707379792473493
learned-seed-11,test-0000,0,1.0,False,True,False,True,43.23201223278141,False,False,False,False,True,True,True,True,False,True,0.0,1.6989356698144544,11,5.674258033634286,0.011463354341685772,True,0.002936329562335037,0.040827570265468925,0.05359066145620561,19.406882829857693,0.4850326397662137,0.03989991599261775,0.4850957541918016,0.022960210423412477,0.5324853222816096,0.4675146777183904,True,0.0005552429938688874,1.9114912663026777
learned-seed-29,test-0000,0,0.0,False,True,False,True,6.765355844763148,False,False,False,False,False,True,True,True,False,True,0.0,0.4753507766330653,29,1.278940331803811,0.010466061532497406,True,0.009609837612143141,0.03802269658540538,0.05051392026499335,19.802167162669512,0.4428356048109668,0.1305819749750079,0.4427722913808281,0.0399342001281516,0.5732748775498568,0.42672512245014316,True,0.0009657221962697804,0.7038384973640134
learned-seed-47,test-0000,0,1.0,False,True,False,True,37.856877898891724,False,False,False,False,True,True,True,True,False,True,0.0,1.932541662879485,47,6.009894510386603,0.014485323801636696,True,0.00430485257701952,0.046328173679649184,0.05938974729527951,18.390717922315496,0.6128969437703875,0.058495905359850955,0.6128010002411236,0.016464560293215906,0.40940843192793697,0.590591568072063,True,0.0003981597546953708,2.0234231199186827
analytic-oracle,test-0001,1,0.0,False,False,False,False,4.124077244363888e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.01387992828841285,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0001,1,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5188498785016663,,0.0,0.0077703665010631084,True,0.0017971498305640562,0.029090786447165128,0.028261550253156104,21.09558496561309,0.5133099410153307,0.06345814783300657,0.5137279591328907,0.014926852432602795,0.518519904022476,0.48148009597752395,True,0.00023104102001525462,0.7611663797328481
linear-extrapolation,test-0001,1,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,2.94436182491435e-14,,0.0,0.005949290934950113,True,0.0007145104357018149,0.051656576810722256,0.07037309904640641,22.255347924880574,0.3930097992783831,0.025229676505470193,0.42876114160628004,0.015218603106475569,0.5981531626963236,0.40184683730367643,True,0.00023555679945275187,0.7611663797328481
learned-seed-11,test-0001,1,1.0,False,True,False,True,32.92033959175743,False,False,False,False,True,True,True,True,True,True,0.0,2.1752427753896293,11,5.617753174711048,0.007928295060992241,True,0.00097710457415098,0.052338351486329204,0.07071456958796993,21.00820195432945,0.523742692130837,0.034501990574329996,0.5382643036053024,0.020723238715767388,0.49552376125568065,0.5044762387443193,True,0.0003207587287761271,2.3610230129708705
learned-seed-29,test-0001,1,1.0,False,True,False,True,70.71373226885395,False,False,False,False,True,True,True,True,False,True,0.0,0.9959274153720242,29,5.155385405732982,0.00522076990455389,True,0.001584785486083401,0.022910536780739798,0.028447303704982465,22.82265447065978,0.34488374408009226,0.05595946979441294,0.3449831504703808,0.05183618296968051,0.6766722202944374,0.3233277797055626,True,0.00080233154585585,1.2826141895109033
learned-seed-47,test-0001,1,0.0,False,True,False,True,4.733326184310835,False,False,False,False,False,True,True,True,False,True,0.0,0.8336360449987796,47,2.4200654867954716,0.006571648642420769,True,0.0008518828352682677,0.029677758089195396,0.03995581284167794,21.823256644604996,0.4341227117862411,0.03008035611582119,0.43452984035816566,0.018098458531447738,0.5927465781814153,0.4072534218185847,True,0.0002801318187266588,0.9837220469763215
analytic-oracle,test-0002,2,0.0,False,False,False,False,4.0643147952726693e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.01668639558204934,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0002,2,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.4526286890955959,,0.0,0.011312264017760754,True,0.00434512517928073,0.03323417282565832,0.03435392479365904,19.464504673980805,0.5425534423885116,0.0779335929225649,0.5387123055086509,0.011124072606560034,0.4849965330335208,0.5150034669664791,True,0.00023564115690533072,0.6206694605841037
linear-extrapolation,test-0002,2,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,1.8414820401580774e-14,,0.0,0.006057094316929579,True,0.0013571904155253005,0.039299934716339455,0.057319634846089894,22.17735663747437,0.2905074852710652,0.024342388538381356,0.33540493962914947,0.008774017599025652,0.6793563002359879,0.3206436997640121,True,0.00018585995712783188,0.6206694605841037
learned-seed-11,test-0002,2,1.0,False,True,False,True,51.46970337992988,False,False,False,False,True,True,True,True,False,True,0.0,2.407737575230433,11,7.1125107505153204,0.010616022162139416,True,0.001922790352473768,0.04779001379971426,0.06695124106054448,19.740381835041326,0.5091606206766738,0.034486914512766954,0.5329490828986627,0.020056702902071157,0.49050611503989644,0.5094938849601036,True,0.0004248610057402402,2.5242313923451567
learned-seed-29,test-0002,2,0.0,False,False,False,True,4977.456629777035,False,False,False,False,False,True,True,True,True,True,0.0,7.783735603143529,29,47.54143435727756,0.01086774654686451,True,0.019733989834104355,0.31974468907014325,0.46544645301088505,19.63860498574141,0.5212337062456901,0.3539462425162411,0.6215428246123232,0.13548287791295044,0.40581140198523924,0.5941885980147608,True,0.0028699329122900963,10.04601019067674
learned-seed-47,test-0002,2,0.0,True,True,True,True,15.199950684053782,False,False,False,False,False,True,True,True,False,True,0.0,1.1815830690087947,47,4.00955442792222,0.005183309782296419,True,0.000544440086702029,0.018224648933712204,0.024834482486955363,22.853928346253483,0.24859944578164506,0.009765005687312683,0.24887468226957923,0.015221771064546483,0.7620783433042333,0.2379216566957667,True,0.0003224426764063537,1.2427453734603036
analytic-oracle,test-0003,3,0.0,False,False,False,False,9.698024042077826e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.03319596204927779,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0003,3,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5349750044525098,,0.0,0.012107840739190578,True,0.0028260331688028163,0.03490544527009971,0.035801788620297564,19.169333001820654,0.5518452080536229,0.04437295961372679,0.5486661494514748,0.012654603698768625,0.47106996259308537,0.5289300374069146,True,0.0002785953402053565,0.7406155786322526
linear-extrapolation,test-0003,3,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,2.0356827849546976e-14,,0.0,0.006763027980923653,True,0.001763259749711872,0.044012115656460765,0.06343961225038391,21.698588157484554,0.3082419618491599,0.027685822843905233,0.3514595365253505,0.010601742090308699,0.6611828413558587,0.3388171586441413,True,0.00023340090410783887,0.7406155786322526
learned-seed-11,test-0003,3,0.0,False,False,False,True,97.13738488641357,False,False,False,False,False,True,True,True,True,True,0.0,2.292882770337018,11,8.404965737047617,0.014626659452915192,True,0.018416506710931316,0.10352582993261177,0.14531142626887644,18.348548500075015,0.6666466881082441,0.2891667789080726,0.6671035444270298,0.0805393305730675,0.3568928882147466,0.6431071117852534,True,0.001773100346326828,2.285998162951152
learned-seed-29,test-0003,3,0.0,False,True,False,True,60.775374569903704,False,False,False,False,False,True,True,True,True,True,0.0,2.4583548126411165,29,7.181916624942876,0.011488355696201324,True,0.01441716036855015,0.0661934873798588,0.0946606404926595,19.397421265048017,0.5236106235559937,0.22637104257672458,0.5238744330316306,0.039379795667171744,0.49496989428458776,0.5050301057154123,True,0.000866959395352751,2.7341018235008128
learned-seed-47,test-0003,3,0.0,False,True,False,True,48.07359504172472,False,False,False,False,False,True,True,True,False,True,0.0,1.6480973622315271,47,5.214558810541877,0.012669363059103489,True,0.005923643709552086,0.04197726654485351,0.05611068821743685,18.97245218334392,0.5774379960770148,0.09301009131517433,0.577365871224567,0.02338202245242205,0.4434026007079283,0.5565973992920716,True,0.0005147630581632257,1.7278301975402448
analytic-oracle,test-0004,4,0.0,False,False,False,False,6.831351509513608e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.004980921230073335,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0004,4,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.4937389943008515,,0.0,0.010469849221408367,True,0.0030525324790924182,0.03856450827084686,0.040110826870888065,19.800595726460713,0.67186165115343,0.09034041132867743,0.6701446792512235,0.01708169888878269,0.37279215376861147,0.6272078462313886,True,0.0002716326271183789,0.6765461517370439
linear-extrapolation,test-0004,4,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,2.8616770385138375e-14,,0.0,0.005234791897237301,True,0.0008270647774128359,0.04545409457295187,0.0661768240562959,22.811005784890387,0.3359223092087039,0.024477175164783725,0.36943427872412793,0.0147490410175156,0.6542357412409706,0.3457642587590294,True,0.0002345387765672058,0.6765461517370439
learned-seed-11,test-0004,4,1.0,False,True,False,True,35.11194918513565,False,False,False,False,True,True,True,True,True,True,0.0,2.0598003696217053,11,5.730658038689291,0.009321504272520542,True,0.0014667573083692298,0.05127414125384777,0.07165695287557915,20.30513997030281,0.5981711024991208,0.04340902495386953,0.6073548606963399,0.030206328528889215,0.43155896648892034,0.5684410335110797,True,0.000480340066133067,2.22464783283417
learned-seed-29,test-0004,4,0.0,False,False,False,True,16558.955781644374,False,False,False,False,False,True,True,True,True,True,0.0,15.536370245921479,29,88.68912856610619,0.008440743200480938,True,0.014758342876164413,0.6431598374126516,0.9342718869329765,20.736193124196433,0.5416517032586612,0.4367766027370034,0.6938210622562864,0.16359533700568704,0.35063274006148853,0.6493672599385114,True,0.002601487794891,19.788316895079426
learned-seed-47,test-0004,4,1.0,False,True,False,True,49.29510511261367,False,False,False,False,True,True,True,True,False,True,0.0,2.028392242583172,47,7.010280013078104,0.005439422558993101,True,0.00044934824697828593,0.021707730387933645,0.028961266419561784,22.644472019109443,0.34905368210400306,0.013298566269115677,0.3479452734629323,0.023071102496174438,0.6743479246617045,0.32565207533829554,True,0.0003668759309221059,2.0792214536654376
analytic-oracle,test-0005,5,0.0,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.008873597990583942,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0005,5,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5059718901965918,,0.0,0.011401645839214325,True,0.005648427272685679,0.03735345317749398,0.03880540762378212,19.43032453286609,0.625190239280953,0.14521826019050754,0.6239632171295199,0.014926906060232822,0.4037609238291502,0.5962390761708498,True,0.0002758490445557982,0.693803362561637
linear-extrapolation,test-0005,5,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,1.2726077519285394e-14,,0.0,0.005794581491500139,True,0.0007443152585948449,0.044243093210729084,0.06437510113771581,22.36977925100824,0.31773621460369716,0.019135975673985797,0.35439366575361614,0.012555141557847668,0.6613528713410113,0.3386471286589887,True,0.00023201886506285518,0.693803362561637
learned-seed-11,test-0005,5,1.0,False,True,False,True,267.6170226923412,False,False,False,False,True,True,True,True,True,True,0.0,4.724582121355698,11,15.971605644114698,0.015613776631653309,True,0.005054975512624996,0.13241810327369266,0.17928900601147568,18.064920378786123,0.8561554082700172,0.12996091014552227,0.8539399601907051,0.06773011922347805,0.1840025838193112,0.8159974161806888,True,0.0012516517890617251,4.993637800196894
learned-seed-29,test-0005,5,1.0,False,True,False,True,13.53591034156489,False,False,False,False,True,True,True,True,False,True,0.0,1.3923059948336782,29,3.7370506143975137,0.007848961278796196,True,0.0009486132019139392,0.026803795141371163,0.0316482629914029,21.05187813412129,0.4303847049099072,0.024388374343038952,0.4291313612183876,0.019156834017244394,0.5899359459907406,0.4100640540092594,True,0.00035401806235313416,1.5181166731942104
learned-seed-47,test-0005,5,0.0,False,True,False,True,31.761596851457146,False,False,False,False,False,True,True,True,True,True,0.0,0.6569409804018508,47,2.848950451804705,0.012726498767733574,True,0.008878901822482892,0.053362042980186986,0.06935093961725033,18.952910602110837,0.6978363406485514,0.2282721566228517,0.696050219227088,0.03300111625231521,0.3348769153577688,0.6651230846422311,True,0.0006098602316342294,1.062478122412962
analytic-oracle,test-0006,6,0.0,False,False,False,False,7.4892129963461e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.030045552458307798,,9.011004938876194e-18,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0006,6,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5445051874534557,,0.0,0.011283336207270622,True,0.0007370195048326554,0.030658568103770722,0.030445901114644597,19.475624710809264,0.44834937248651185,0.009541279285635166,0.44791046624694975,0.011257050093312768,0.5641745823860952,0.4358254176139048,True,0.00028729718178510666,0.7824539048391538
linear-extrapolation,test-0006,6,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,1.9250948193306553e-14,,0.0,0.008336706086993217,True,0.0016427408354805233,0.04826642422000558,0.06697100974421007,20.790055094118124,0.3312634555991872,0.021266532299977818,0.3774566227387501,0.010347770833459533,0.6327275144636785,0.3672724855363215,True,0.00026409098063595593,0.7824539048391538
learned-seed-11,test-0006,6,1.0,False,True,False,True,11.286009841671923,False,False,False,False,True,True,True,True,False,True,0.0,1.1092144954307919,11,3.08169986638011,0.009761354885995388,True,0.003184503264563072,0.03192065960849073,0.04351968612822147,20.10489897633216,0.38787263424217594,0.041225822158006686,0.3871588980454509,0.017126467848786533,0.623287015734594,0.376712984265406,True,0.00043709372403100133,1.399231158898846
learned-seed-29,test-0006,6,1.0,False,True,False,True,2.263374479901415,False,False,False,False,True,True,True,True,False,True,0.0,0.2454582605591047,29,0.8182454986972968,0.007886875420808792,True,0.0009585475110723619,0.028564901356201922,0.03909671313192721,21.030950191311963,0.31338919454694447,0.012409128186869995,0.31276056541555014,0.012110066088911586,0.6956780108812173,0.3043219891187827,True,0.00030906745814718306,0.6704723663439028
learned-seed-47,test-0006,6,0.0,True,True,True,True,2.818981614261194,False,False,False,False,False,True,True,True,False,True,0.0,0.4263275645971169,47,1.3403424866350102,0.005413528997451067,True,0.0015299584403066831,0.016900547689252202,0.022945135479343657,22.66519532589576,0.2151094573766881,0.019806478225695465,0.21477226467029148,0.01455253241388028,0.7910224944594018,0.20897750554059824,True,0.00037140294443815947,0.5630449221507765
analytic-oracle,test-0007,7,0.0,False,False,False,False,3.351671142758877e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.026961394664812753,,0.0,0.0,False,5.273559366969494e-16,0.0,0.0,120.0,0.0,6.449882389313272e-15,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0007,7,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5755385453543269,,0.0,0.013764305971562862,True,0.008349977936334433,0.0363210489764592,0.03703779226029683,18.61245681860144,0.5321160317616792,0.10212528558992401,0.5290797245842495,0.012754711621779184,0.4896628437334392,0.5103371562665608,True,0.00033115054247900844,0.8000906043553333
linear-extrapolation,test-0007,7,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,3.0058490943096106e-14,,0.0,0.007962950505316257,True,0.00256807087744427,0.04654230286545057,0.06695150193954419,20.98925983675332,0.3078407028118711,0.03140906164948441,0.35262462837860065,0.01062617809825223,0.6598670451457985,0.3401329548542015,True,0.0002758874325081706,0.8000906043553333
learned-seed-11,test-0007,7,1.0,False,True,False,True,130.44659365181218,False,False,False,False,True,True,True,True,True,True,0.0,3.408541301678338,11,11.0886165485765,0.020068418234586716,True,0.010620167227018881,0.1148403059193622,0.15858107970754942,16.974868566635983,0.7758274988062835,0.12989107508326891,0.774685196686857,0.051164707551838474,0.25275790791333336,0.7472420920866667,True,0.001328389160335064,3.755660210965449
learned-seed-29,test-0007,7,1.0,False,True,False,True,9.416180989664586,False,False,False,False,True,True,True,True,False,True,0.0,1.1686995973323047,29,3.0960714845830597,0.010640816763043404,True,0.0033527323102943724,0.04083725135660087,0.05769739410415802,19.730250353803626,0.41136467050004893,0.0410059460403423,0.41068437104355127,0.015463502476687698,0.6038640599841908,0.3961359400158092,True,0.00040147887193597853,1.4043269858354566
learned-seed-47,test-0007,7,0.0,False,False,False,True,1694.8125892452013,False,False,False,False,False,True,True,True,True,True,0.0,3.867144389459505,47,21.64530008928248,0.01606857404112816,True,0.028665196872379978,0.24878285924667357,0.3559392998936251,17.94022661727447,0.6211970202129269,0.3505927128674933,0.6920979771321154,0.1318576133431496,0.3324194878475261,0.6675805121524738,True,0.0034234188497066498,7.904513564803963
analytic-oracle,test-0008,8,0.0,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0016172945833766933,,0.0,0.0,False,1.7650811368064012e-16,0.0,0.0,120.0,0.0,2.79551008457578e-15,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0008,8,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5102894267279329,,0.0,0.01102442666888237,True,0.004753656269110547,0.03221680202880342,0.031699111059012006,19.576439869862124,0.48115934912740543,0.0752877233901513,0.4800908016985894,0.013110316218056426,0.5407216277866232,0.45927837221337675,True,0.000307688198518008,0.7383258526768139
linear-extrapolation,test-0008,8,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,2.513439028330219e-14,,0.0,0.008134090341627598,True,0.0021410801929821754,0.05212718965993994,0.07205194134434774,20.896910083941226,0.3550110796752954,0.033910119747790526,0.3979696029594881,0.01196593455645289,0.6192827881914102,0.38071721180858975,True,0.00028083051438443363,0.7383258526768139
learned-seed-11,test-0008,8,1.0,False,True,False,True,57.418998832366725,False,False,False,False,True,True,True,True,False,True,0.0,2.183730962586464,11,7.135142286479597,0.011974763125181198,True,0.0036748497159009557,0.046380518611589545,0.06302034094701701,19.217330686811806,0.5226366326631982,0.05820174056524599,0.522708041179417,0.023066892902355755,0.4999518894210242,0.5000481105789758,True,0.00054136075777933,2.397577167929631
learned-seed-29,test-0008,8,0.0,False,True,False,True,39.32975695710993,False,False,False,False,False,True,True,True,False,True,0.0,1.6596861764539128,29,6.319261542738222,0.009244810789823532,True,0.009232452221546332,0.03443495582260505,0.0470183437189302,20.341019729608874,0.40348829703707906,0.14622224866894423,0.4035283967387665,0.036619479039260036,0.6139649738334095,0.38603502616659047,True,0.0008594286628067493,1.6296764180353818
learned-seed-47,test-0008,8,1.0,False,True,False,True,8.682185283249746,False,False,False,False,True,True,True,True,False,True,0.0,0.5559448254362158,47,1.6754398297519675,0.011744647286832333,True,0.0009205635479480768,0.03235681256169229,0.03980495647933335,19.30160021345511,0.512593263485881,0.014579752897013543,0.5125839671433814,0.022484706342813635,0.5096370744464133,0.49036292555358674,True,0.0005276973242871463,0.813798032203633
analytic-oracle,test-0009,9,0.0,False,False,False,False,3.824585761511147e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.02726329358852564,,0.0,0.0,False,2.4383706859198995e-16,0.0,0.0,120.0,0.0,4.273289166342488e-15,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0009,9,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5387817951579785,,0.0,0.010286048986017704,True,0.0010801825144889303,0.031508634824936085,0.030733493625328057,19.877514117370247,0.5158088503146816,0.018930395872507496,0.5140189635634604,0.015565706512464571,0.5145137180025942,0.48548628199740584,True,0.0003197477199137211,0.7952315855650173
linear-extrapolation,test-0009,9,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,2.21714698077614e-14,,0.0,0.008008819073438644,True,0.0010536076848394753,0.058690051392463555,0.07918400529289621,20.964315173364167,0.40161385234157104,0.01846466712874362,0.44041349628305343,0.0161248433915188,0.5840334189819428,0.41596658101805717,True,0.00033123340108431876,0.7952315855650173
learned-seed-11,test-0009,9,0.0,False,False,False,True,134.01985780432435,False,False,False,False,False,True,True,True,True,True,0.0,2.5701200351498867,11,9.728346593380605,0.013998571783304214,True,0.017527279554750697,0.12156624147945704,0.16162082196927602,18.53916271341083,0.701978692441477,0.3071687757290927,0.7203916074670036,0.10098271736944359,0.3195966143608795,0.6804033856391205,True,0.002074367366731167,2.633224692224567
learned-seed-29,test-0009,9,0.0,False,True,False,True,59.619325937024655,False,False,False,False,False,True,True,True,True,True,0.0,2.6060014048656464,29,7.243220582997615,0.010714257135987282,True,0.012178635002455852,0.05874294267432752,0.07892239635381233,19.70037935021184,0.5372819692772131,0.21343280296695472,0.5368555449582642,0.04018765803662542,0.4929447725340568,0.5070552274659432,True,0.0008255270658992231,2.753336595823798
learned-seed-47,test-0009,9,1.0,False,True,False,True,27.513926336463616,False,False,False,False,True,True,True,True,False,True,0.0,1.778188982656177,47,5.032060064649023,0.009812809526920319,True,0.004668576886810978,0.03437866602507894,0.04438610066131308,20.082066310147553,0.49207757102052485,0.0818176627034043,0.4919907560173038,0.023718542630059507,0.5353191616510374,0.46468083834896257,True,0.00048722169594839215,1.827945267142958
analytic-oracle,test-0010,10,0.0,False,False,False,False,1.212533305065626e-15,False,False,False,False,False,False,False,False,False,False,0.0,0.0224395696684873,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0010,10,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.4538888725377229,,0.0,0.014595147222280502,True,0.012638909328059531,0.03699492987991906,0.039463824431991194,18.357915198947705,0.5526331695284735,0.1640875899096071,0.5508710905973522,0.010228161977878736,0.46934790049451963,0.5306520995054804,True,0.00027643845533020794,0.6021657722172004
linear-extrapolation,test-0010,10,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,2.6133147192586603e-14,,0.0,0.006676549091935158,True,0.0014616322055913617,0.036790541469976984,0.05535908048752587,21.754479533302362,0.25280200535120484,0.01897598121202537,0.29706493539158263,0.007482239991995926,0.713838438165154,0.286161561834846,True,0.00020222390594426543,0.6021657722172004
learned-seed-11,test-0010,10,1.0,False,True,False,True,58.80190231008043,False,False,False,False,True,True,True,True,False,True,0.0,2.667108533428956,11,7.380419021100385,0.01584400236606598,True,0.0024113427056830696,0.048198521047945184,0.06783618136698764,18.001351014123216,0.5999200359013273,0.03130581941459294,0.5989775696868889,0.02206995306583113,0.4230071057706626,0.5769928942293374,True,0.0005964887677691877,2.7919465153804666
learned-seed-29,test-0010,10,1.0,False,True,False,True,151.90868378085355,False,False,False,False,True,True,True,True,False,True,0.0,2.4755724049822683,29,12.197028567730097,0.009006905369460583,True,0.0026099551869158385,0.024457034565341058,0.03377404483291498,20.454244001225668,0.3410390170213225,0.03388435230264046,0.3404963265350641,0.020859883067055794,0.6720011384990188,0.32799886150098123,True,0.0005637839785777032,2.4308107961589065
learned-seed-47,test-0010,10,0.0,False,False,False,True,110.38440615168261,False,False,False,False,False,True,True,True,True,True,0.0,2.3595187044106734,47,10.51052291192969,0.016485247761011124,True,0.021086922045044428,0.06934323485548331,0.10036763354049125,17.829045213487703,0.6242002620379363,0.2737658865311551,0.623324499742813,0.03745577394273552,0.39955379741737906,0.6004462025826209,True,0.001012324239127338,2.5461662745299316
analytic-oracle,test-0011,11,0.0,False,False,False,False,1.2486175976639237e-15,False,False,False,False,False,False,False,False,False,False,0.0,0.03749794580580032,,3.290901289301589e-17,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0011,11,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5963763117827319,,0.0,0.008814875036478043,True,0.0024381957389559322,0.033172614093943634,0.03204450562744105,20.547838400694474,0.5790487251555495,0.09426748326421051,0.5780258911319486,0.020437502593904044,0.4624033879677367,0.5375966120322633,True,0.0003228692803531885,0.8846340725519255
linear-extrapolation,test-0011,11,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,2.1740129327773984e-14,,0.0,0.006618861109018326,True,0.0008333248743801998,0.0638216655681116,0.08581581807898407,21.79216732104091,0.4347926738947883,0.03221867604564197,0.4639387982593288,0.022711735597111996,0.5685108055521332,0.4314891944478668,True,0.0003587973478715867,0.8846340725519255
learned-seed-11,test-0011,11,0.0,False,True,False,True,13.977141766438088,False,False,False,False,False,True,True,True,False,True,0.0,0.7744998423315902,11,2.6530510726665315,0.00819524098187685,True,0.0008763146101805515,0.04790464785304999,0.06359294078530292,20.864382714332486,0.5383449933505049,0.03388077976247802,0.536566134220739,0.04758017344728904,0.5009632953924711,0.4990367046075289,True,0.0007516660261899233,1.074040700816106
learned-seed-29,test-0011,11,1.0,False,True,False,True,6.973043864605081,False,False,False,False,True,True,True,True,False,True,0.0,0.8941946568486797,29,2.6971890745237794,0.006161986850202084,True,0.0009358092882753855,0.031051037701874982,0.04134464407629021,22.102792328108286,0.4047806253939133,0.036181010823506755,0.4036841141480428,0.022752134547217542,0.6245510531159005,0.37544894688409947,True,0.0003594355657696724,1.0636394076220002
learned-seed-47,test-0011,11,0.0,False,True,False,True,28.132051577907237,False,False,False,False,False,True,True,True,False,True,0.0,1.7288054705051106,47,4.337923735964172,0.008616135455667973,True,0.003801999819042166,0.037007062775115736,0.04906685526948976,20.646874820421637,0.5659935314710343,0.1469959727128235,0.5640908205027434,0.04488399073669704,0.4753637879664643,0.5246362120335357,True,0.0007090720464475453,1.7372045024379976
analytic-oracle,test-0012,12,0.0,False,False,False,False,1.7854632852857136e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.01699719383409595,,0.0,0.0,False,1.5265566588595902e-16,0.0,0.0,120.0,0.0,2.3529349690698352e-15,0.0,0.0,1.0,0.0,False,0.0,0.0
