candidate,case_id,case_index,collision_event_error,disagreement_mse,disagreement_pixel_frechet,disagreement_ssim_error,disagreement_temporal_gradient_mse,energy_drift,exact_miss_mse,exact_miss_pixel_frechet,exact_miss_ssim_error,exact_miss_temporal_gradient_mse,failed_collision_event_error,failed_energy_drift,failed_kinematic_residual,failed_momentum_drift,failed_position_rmse,failed_velocity_rmse,initial_condition_error,kinematic_residual,model_seed,momentum_drift,mse,partial_error,pixel_frechet,position_rmse,post_contact_position_rmse,psnr,ratio_to_random_mse,ratio_to_random_pixel_frechet,ratio_to_random_ssim_error,ratio_to_random_temporal_gradient_mse,ssim,ssim_error,state_failure,temporal_gradient_mse,velocity_rmse
learned-seed-11,test-0034,34,1.0,False,True,False,True,18.580910853508964,False,False,False,False,True,True,True,True,True,True,0.0,2.0424406673407356,11,4.241770361767772,0.01412865612655878,True,0.004150378805501233,0.06540539868129609,0.08509344252667389,18.4989914491548,0.5091223694191965,0.03972121458397485,0.5414160652626328,0.023271517484741693,0.4776717252833776,0.5223282747166225,True,0.000648708431981504,2.3309587399713396
learned-seed-29,test-0034,34,0.0,False,True,False,True,55.95687456545055,False,False,False,False,False,True,True,True,False,True,0.0,1.2575438739569367,29,4.7788872624006755,0.008494621142745018,True,0.009009231964949502,0.030113158345161765,0.03845519340893935,20.708559857513016,0.3061014157873845,0.08622288540078134,0.30531503967621193,0.04545388029363301,0.7054489363152641,0.29455106368473594,True,0.001267055980861187,1.5823834435216433
learned-seed-47,test-0034,34,0.0,True,True,True,True,2.3368906497503525,False,False,False,False,False,True,True,True,False,True,0.0,0.4484272908383392,47,1.6382236148694616,0.003127286909148097,False,0.00021971606420386793,0.009564365869061491,0.00962427299676736,25.048322731082425,0.11269095282503058,0.0021027933455665003,0.11235681910906546,0.020220867060636312,0.8916043552394081,0.10839564476059194,True,0.0005636696005240083,0.49399259580998256
analytic-oracle,test-0035,35,0.0,False,False,False,False,3.2716048528674604e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.01455565272458245,,0.0,0.0,False,2.0079424234431542e-16,0.0,0.0,120.0,0.0,3.964186451812316e-15,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0035,35,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5825385802825926,,0.0,0.008687417954206467,True,0.003130427588602164,0.026250784102383993,0.025122313081337087,20.611092839504515,0.41175625663064375,0.06180256211648051,0.41221365790441683,0.012048700566945545,0.6152690441636599,0.3847309558363401,True,0.00026337779127061367,0.87665090518918
linear-extrapolation,test-0035,35,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,2.0345614149999226e-14,,0.0,0.008469592779874802,True,0.00164628501756258,0.05491994124860593,0.07288991257879032,20.72137470153922,0.401432029241619,0.03250183215538769,0.44779045893037855,0.012316168482139319,0.5820641844947662,0.41793581550523384,True,0.00026922448887489736,0.87665090518918
learned-seed-11,test-0035,35,0.0,False,True,False,True,9.87585005223201,False,False,False,False,False,True,True,True,False,True,0.0,0.6912523001997951,11,2.059007748422616,0.008782436139881611,True,0.002129843439715484,0.03706669176279883,0.04884052882068151,20.56384999429232,0.4162598194443206,0.042048499048710344,0.41660739021339205,0.027781109256844183,0.6111682464377558,0.3888317535622442,True,0.0006072793621569872,1.009264597731237
learned-seed-29,test-0035,35,1.0,False,True,False,True,7.483889425968214,False,False,False,False,True,True,True,True,False,True,0.0,0.9765866990300194,29,2.72826519226979,0.007732785306870937,True,0.0014150584778557514,0.03005004736920858,0.039641745227185096,21.116640474109335,0.3665096750345608,0.027936835144998052,0.3692205446038161,0.012902030674365685,0.6553957630565007,0.3446042369434993,True,0.0002820311055984348,1.1233641086907156
learned-seed-47,test-0035,35,0.0,False,True,False,True,32.16722037211131,False,False,False,False,False,True,True,True,False,True,0.0,1.1835307989568737,47,4.627922947930343,0.007938223890960217,True,0.0041530515324226195,0.025531322536329396,0.03332467532074245,21.002766563437774,0.3762468170482177,0.08199174650773651,0.3764436396377171,0.02518948068265237,0.6486542390841586,0.35134576091584135,True,0.0005506278248503804,1.2831126107813313
analytic-oracle,test-0036,36,0.0,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.002615886862699856,,0.0,0.0,False,2.992397996059992e-17,0.0,0.0,120.0,0.0,6.219835372349778e-16,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0036,36,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5419362945748447,,0.0,0.012225092388689518,True,0.006243184478706738,0.03733698343194367,0.03832679870831075,19.127478500982946,0.6061970900344426,0.12976742969315494,0.6052842377347885,0.014872787489312438,0.43049910726018875,0.5695008927398113,True,0.00031198596116155386,0.7542037898881139
linear-extrapolation,test-0036,36,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,1.9984980702475035e-14,,0.0,0.006798607762902975,True,0.0012277111300284323,0.04803087362060985,0.06883771090499813,21.67580014175308,0.337117799287171,0.02551853437822336,0.3766665603625987,0.012856097044883009,0.6456013075864622,0.35439869241353783,True,0.00026968191377818584,0.7542037898881139
learned-seed-11,test-0036,36,1.0,False,True,False,True,40.907007209753516,False,False,False,False,True,True,True,True,False,True,0.0,2.340456074913826,11,6.06411933324495,0.011147395707666874,True,0.00192525613565055,0.04426895950148979,0.06177951024308038,19.528265821132877,0.5527580998653274,0.040017324664431635,0.552188611945148,0.02547947129011626,0.4804558125610596,0.5195441874389404,True,0.0005344820092432201,2.4954874992881946
learned-seed-29,test-0036,36,1.0,False,True,False,True,24.96642559725663,False,False,False,False,True,True,True,True,False,True,0.0,1.4075247480136153,29,5.048532652698666,0.005216632504016161,True,0.000408849545852226,0.017618865160354293,0.023729751883148815,22.82609756932885,0.258673500630507,0.00849812381444275,0.25880626047050015,0.01747237405636675,0.75649391278353,0.24350608721647005,True,0.0003665174008347094,1.5099676649541462
learned-seed-47,test-0036,36,1.0,False,True,False,True,3.748377017987988,False,False,False,False,True,True,True,True,False,True,0.0,0.42085211754710156,47,1.0728593576600807,0.010587763041257858,True,0.0010887679911848794,0.03166838773286938,0.03899080860688651,19.75195786961332,0.5250079869762643,0.022630538025925608,0.5243795390714999,0.02359154992890646,0.5066208617073557,0.49337913829264435,True,0.0004948791465722024,0.6182980939212928
analytic-oracle,test-0037,37,0.0,False,False,False,False,3.4806787115799904e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.028342312099632963,,3.475058293988898e-17,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0037,37,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5647719857677267,,0.0,0.010588257573544979,True,0.00441367990249234,0.029377657485821815,0.029034128437232534,19.751755024473184,0.4331784759842199,0.05556307868783605,0.4342840238238365,0.010761657806514212,0.582633934943002,0.417366065056998,True,0.00026939448434859514,0.816587753624929
linear-extrapolation,test-0037,37,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,2.5258751217819562e-14,,0.0,0.008242733776569366,True,0.003209286946692031,0.0479817518750438,0.06617239898528159,20.83928726752681,0.33722024898592756,0.04040117704281204,0.3859449019090476,0.00981002037109585,0.6290899591002935,0.3709100408997065,True,0.0002455723297316581,0.816587753624929
learned-seed-11,test-0037,37,1.0,False,True,False,True,29.525968236932485,False,False,False,False,True,True,True,True,False,True,0.0,2.3010932322117825,11,5.4065667614253305,0.010299863293766975,True,0.0056350116140341765,0.04886688027732204,0.06664615787410028,19.871685394847933,0.4213799157651208,0.07093821949812192,0.4972968234019464,0.015358242071716823,0.5220758605828705,0.4779241394171295,True,0.0003844598832074553,2.488139775484396
learned-seed-29,test-0037,37,0.0,False,False,False,True,2177.7200303199843,False,False,False,False,False,True,True,True,True,True,0.0,6.86742120293739,29,30.749510951206524,0.014036518521606922,True,0.035242449238916174,0.2878212942848035,0.3957341391251563,18.52740596931895,0.5742510190256218,0.44366130382681634,0.6746737225803948,0.12150570878057292,0.351608851941192,0.648391148058808,True,0.003041628748178482,9.01923735372725
learned-seed-47,test-0037,37,0.0,True,True,True,True,7.9203955453233155,False,False,False,False,False,True,True,True,False,True,0.0,0.8991767895775414,47,3.058951033597207,0.005916475784033537,True,0.0008203346360086978,0.01962059795792688,0.026227459330776935,22.27936908699512,0.2420502094441519,0.010327055640163231,0.24205777603961853,0.009979575655805678,0.7673718212966446,0.2326281787033554,True,0.00024981677415780723,1.078913789254871
analytic-oracle,test-0038,38,0.0,False,False,False,False,9.64841516488922e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.009190316064077225,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0038,38,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.4487414097230428,,0.0,0.011747820302844048,True,0.0057911850612240075,0.04079258409557267,0.04385797380775465,19.300427051591207,0.6942826663226294,0.17659722542500697,0.6927345763330003,0.01556294493773234,0.34152520026733985,0.6584747997326601,True,0.00026844345848076046,0.5947700166628905
linear-extrapolation,test-0038,38,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,2.3806982065115513e-14,,0.0,0.005056471563875675,True,0.0006580260199016024,0.04069235949779763,0.06095299114684705,22.961524307622383,0.29883165294095176,0.020065939551847534,0.3340860926188735,0.012217765720795751,0.6824364187288222,0.3175635812711778,True,0.00021074284450151026,0.5947700166628905
learned-seed-11,test-0038,38,1.0,False,True,False,True,440.45894141272555,False,False,False,False,True,True,True,True,True,True,0.0,5.580272474524969,11,20.57150538226795,0.014882456511259079,True,0.005870279164156665,0.1468692361551998,0.1980629972527806,18.27325377847118,0.8795360604525154,0.17900913231068244,0.878234337275477,0.08095411387706287,0.1651994874905359,0.8348005125094641,True,0.001396368257701397,5.8227449289790405
learned-seed-29,test-0038,38,1.0,False,True,False,True,22.08595370031182,False,False,False,False,True,True,True,True,False,True,0.0,1.5137701517632316,29,4.717651420161267,0.007582320831716061,True,0.0011845861391620695,0.028519514136986904,0.03197294714417463,21.201978431625513,0.44810643917348714,0.03612293912927174,0.44771766173081873,0.024227693045945516,0.5744245953398767,0.42557540466012334,True,0.0004179007082711905,1.6470852604902262
learned-seed-47,test-0038,38,0.0,False,False,False,True,277.5998955378564,False,False,False,False,False,True,True,True,True,True,0.0,2.5408155938280537,47,11.582012650237914,0.0120322834700346,True,0.013778249677043105,0.10811979844923866,0.15502177543573967,19.196519450352103,0.7110941122842112,0.4201559160094491,0.7100408575666352,0.12138757130477273,0.32507481586505077,0.6749251841349493,True,0.0020938003435730934,2.77026967148996
analytic-oracle,test-0039,39,0.0,False,False,False,False,3.7361160127781004e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.009588626818367104,,0.0,0.0,False,2.203098814490545e-16,0.0,0.0,120.0,0.0,2.9473792141896126e-15,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0039,39,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.47209083570272037,,0.0,0.0142018748447299,True,0.008650314296710551,0.037007556515869795,0.03940416158554818,18.476543189286964,0.5657063292390228,0.1157267953059458,0.563520090359531,0.011144544961548253,0.46148327772723957,0.5385167222727605,True,0.0002782084047794342,0.6295318665591855
linear-extrapolation,test-0039,39,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,2.4964872317486644e-14,,0.0,0.006604181602597237,True,0.0021983647914020814,0.03761150581054962,0.056296579949366474,21.801809929620156,0.2630657834179937,0.029410458799067115,0.30735548899256493,0.008205705839585764,0.7062818640605754,0.29371813593942464,True,0.00020484428387135267,0.6295318665591855
learned-seed-11,test-0039,39,0.0,True,True,True,True,25.21279421432755,False,False,False,False,False,True,True,True,False,True,0.0,1.2474321919772666,11,4.661802079337751,0.005969355348497629,False,0.0004379829024702478,0.016423711473751632,0.017476320605586237,22.24072567314028,0.23777861296778277,0.005859481628425091,0.2371341010561041,0.01777204122113209,0.7733875312974973,0.22661246870250273,True,0.00044365483336150646,1.384832469531257
learned-seed-29,test-0039,39,1.0,False,True,False,True,10.043095386386208,False,False,False,False,True,True,True,True,False,True,0.0,0.775067830280219,29,3.2355200699154074,0.007111621554940939,True,0.0011577108051922464,0.0224504035156073,0.031270349114599555,21.480313624110003,0.2832787479658474,0.015488242019935919,0.2826370457653021,0.016061575416579245,0.7299035507655484,0.27009644923445164,True,0.00040095538133755326,0.895835922198716
learned-seed-47,test-0039,39,0.0,True,True,True,True,2.777410007813955,False,False,False,False,False,True,True,True,False,True,0.0,0.21494540814898858,47,0.9997879089060551,0.005062996409833431,False,0.0003387164698359507,0.01411118360888776,0.0176710272000668,22.955923805709077,0.20167542280659306,0.004531462121135141,0.20090678773140122,0.01931978950254032,0.8080074399078901,0.19199256009210985,True,0.00048229226376861334,0.4643064225977782
analytic-oracle,test-0040,40,0.0,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.00576864673181727,,0.0,0.0,False,1.95590071916385e-16,0.0,0.0,120.0,0.0,4.037895166527683e-15,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0040,40,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.6192075403567273,,0.0,0.008053993806242943,True,0.002132348176254565,0.02648521064893798,0.02508320130043245,20.939887087136317,0.4123837929193805,0.044021653603835774,0.4148058730745507,0.01433575475472581,0.6022056713643991,0.39779432863560094,True,0.00028257904341444373,0.9458089443969151
linear-extrapolation,test-0040,40,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,2.628992002368983e-14,,0.0,0.008248267695307732,True,0.001840461231657651,0.060801982788201696,0.07960848243723898,20.83637252585308,0.42233108182536855,0.03799573996101924,0.4619437088931607,0.015811302140680238,0.5570009986006913,0.4429990013993087,True,0.0003116642765235156,0.9458089443969151
learned-seed-11,test-0040,40,1.0,False,True,False,True,23.526149298675016,False,False,False,False,True,True,True,True,True,True,0.0,2.222390533374816,11,4.811958128599072,0.008989890106022358,True,0.0025715200621545357,0.054836770880694594,0.0715647841867259,20.4624561712548,0.4603039273479774,0.05308821827133301,0.5165256016569107,0.015864088165545385,0.5046575560484349,0.4953424439515651,True,0.00031270476756617427,2.464674058754836
learned-seed-29,test-0040,40,0.0,False,False,False,True,754.277599143279,False,False,False,False,False,True,True,True,True,True,0.0,4.372140555363689,29,17.947160537842024,0.011187796480953693,True,0.017356267064557947,0.1670825356687917,0.2184555840828226,19.5125544255102,0.5728420033858931,0.3583146434902004,0.6253030719634312,0.1372416211860233,0.4003411430465283,0.5996588569534718,True,0.002705236431211233,5.655203611238126
learned-seed-47,test-0040,40,0.0,False,True,False,True,1.9258700662782764,False,False,False,False,False,True,True,True,False,True,0.0,0.7316984074332071,47,1.6737465260896194,0.006525004748255014,True,0.0009295754736782774,0.027053460288302012,0.0352035948918567,21.85419167952869,0.33409588728720263,0.019190791614887466,0.3345322880660129,0.011997107654799555,0.6791871678387875,0.3208128321612125,True,0.00023648083151783794,0.9173311234001255
analytic-oracle,test-0041,41,0.0,False,False,False,False,1.4623169048340263e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.0047396787344350785,,0.0,0.0,False,3.924811864397526e-17,0.0,0.0,120.0,0.0,9.459550712495212e-16,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0041,41,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.6161257598582545,,0.0,0.00821541715413332,True,0.0002968292933644654,0.02833473840401804,0.026855674032478835,20.853703795035937,0.4749378871587374,0.007154156302384441,0.47381966674504417,0.0173622451557801,0.5503137581633234,0.4496862418366766,True,0.0003087870718445629,0.944874262036843
linear-extrapolation,test-0041,41,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,2.5746255062573854e-14,,0.0,0.007768039125949144,True,0.0006706847968384887,0.06673542389442848,0.08699153830895738,21.096885956462643,0.44907471168259816,0.016164792267736174,0.4827738284798861,0.020156336485224757,0.5418156656991592,0.4581843343008408,True,0.0003584799123927951,0.944874262036843
learned-seed-11,test-0041,41,0.0,False,True,False,True,57.590796226228974,False,False,False,False,False,True,True,True,True,True,0.0,1.9658378014731959,11,6.374725652057487,0.0122561389580369,True,0.008415840378913797,0.07827768716919259,0.1003402155565612,19.116463237259516,0.7085342876989923,0.20283792345501495,0.7085029502126388,0.08061303345592144,0.32758378055515375,0.6724162194448462,True,0.0014337006723508239,2.02803186492965
learned-seed-29,test-0041,41,0.0,False,True,False,True,43.27459420182447,False,False,False,False,False,True,True,True,False,True,0.0,2.2874540168648334,29,6.1561137383198306,0.008520728908479214,True,0.007148726884620214,0.04990357742653568,0.06476321570201767,20.69523251783793,0.49258813142671254,0.17229805359147662,0.49293241087867373,0.04166461131298088,0.5321744982637072,0.4678255017362928,True,0.0007410040125250816,2.5511301859585127
learned-seed-47,test-0041,41,1.0,False,True,False,True,19.351624349805565,False,False,False,False,True,True,True,True,False,True,0.0,1.482520731034433,47,3.604296220661256,0.00905159953981638,True,0.0038614541437888804,0.03265929144933639,0.04096577355227439,20.432746683159767,0.5232780612588267,0.0930684643217996,0.5230090153781672,0.027237826873238877,0.5036298088093901,0.4963701911906099,True,0.0004844240320380777,1.4815419347235537
analytic-oracle,test-0042,42,0.0,False,False,False,False,5.227449525912976e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.005608925139225454,,0.0,0.0,False,4.2934406030425976e-17,0.0,0.0,120.0,0.0,8.131538967476633e-16,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0042,42,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.4608506356349478,,0.0,0.011644345708191395,True,0.0037670757553524416,0.038293161988430954,0.04028615048680283,19.338849093023512,0.6314357935972528,0.07134633067097058,0.6325082456911165,0.014456242476194932,0.3905063219106286,0.6094936780893714,True,0.000265933689661324,0.6230400656919686
linear-extrapolation,test-0042,42,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,2.664971203612332e-14,,0.0,0.0055541121400892735,True,0.0013333489618172702,0.041868800851628224,0.06181127214518335,22.553853558910703,0.30118181775025,0.025252891661242984,0.33892231372448006,0.011603956045689045,0.6734097792625908,0.3265902207374092,True,0.00021346368885133415,0.6230400656919686
learned-seed-11,test-0042,42,0.0,False,True,False,True,138.21115871143607,False,False,False,False,False,True,True,True,True,True,0.0,2.0753316845161596,11,10.051762279857586,0.011547805741429329,True,0.009919588847027774,0.09117030337277121,0.131673703487348,19.375005304836364,0.6262007385710717,0.1878715247482199,0.625971696703511,0.09327250195496162,0.3968050307600506,0.6031949692399494,True,0.001715819351375103,2.118902597481677
learned-seed-29,test-0042,42,0.0,False,True,False,True,86.19171977218451,False,False,False,False,False,True,True,True,True,True,0.0,2.598159073326939,29,8.50305917619863,0.009690114296972752,True,0.010404021602235426,0.07136061378065067,0.1044538452254145,20.136711003226285,0.5254640461982154,0.19704641311933546,0.5254144055279786,0.04456541681766169,0.4937034248518321,0.5062965751481678,True,0.0008198150899261236,2.8320273036736587
learned-seed-47,test-0042,42,0.0,False,True,False,True,194.1398685923088,False,False,False,False,False,True,True,True,True,True,0.0,2.286487148221134,47,8.594237835176193,0.0128278573974967,True,0.0022408347371359314,0.05133654736086433,0.058889265364653415,18.91845876606438,0.6956138643532948,0.04244017017909424,0.6954987043904884,0.04056851007674749,0.32980784624843834,0.6701921537515616,True,0.000746288918890059,2.523223690869233
analytic-oracle,test-0043,43,0.0,False,False,False,False,3.93486849189461e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.002617217409392508,,0.0,0.0,False,1.0018028073766061e-16,0.0,0.0,120.0,0.0,3.0757250688569493e-15,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0043,43,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5311779074954073,,0.0,0.011124410666525364,True,0.005631807963703337,0.04030236050454092,0.04246087044407022,19.537229871834754,0.6686237319527913,0.17290721097409312,0.672940385082242,0.016331077172938725,0.36073714661410783,0.6392628533858922,True,0.00027705030515789986,0.7161535013256972
linear-extrapolation,test-0043,43,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,3.038276193860816e-14,,0.0,0.0051880646497011185,True,0.0005162333433543463,0.04312739302621617,0.06396826138268087,22.84994620707943,0.31182444191257,0.01584934503919696,0.34657109879684406,0.013512704324774666,0.6707731703590977,0.32922682964090233,True,0.00022923771757632494,0.7161535013256972
learned-seed-11,test-0043,43,1.0,False,True,False,True,266.01156715653707,False,False,False,False,True,True,True,True,True,True,0.0,4.971234053317374,11,15.935636731900908,0.014291026629507542,True,0.004587857057696815,0.1359895042851653,0.18564347155099098,18.449365715228843,0.8589506307251954,0.14085593353089554,0.8596575020783894,0.07527893798549025,0.1833643515895422,0.8166356484104578,True,0.0012770775938406587,5.271462930128306
learned-seed-29,test-0043,43,1.0,False,True,False,True,16.973690642322094,False,False,False,False,True,True,True,True,False,True,0.0,1.5584735513687313,29,4.059315395654274,0.007728009484708309,True,0.0008628492860929277,0.027093694021712352,0.03182534739358464,21.119323535757474,0.4644857779100811,0.02649111342411789,0.4650095929839483,0.025067710819754136,0.5582619711159084,0.44173802888409164,True,0.0004252638609614223,1.6657854093503273
learned-seed-47,test-0043,43,0.0,False,False,False,True,258.21181579630166,False,False,False,False,False,True,True,True,True,True,0.0,2.3154485491156223,47,9.290728049151173,0.011570851318538189,True,0.01298684214415917,0.12322093944713311,0.17800965587491765,19.3663468691324,0.6954566873148651,0.3987207427844852,0.6973505045019973,0.13472479205744875,0.3375486399682239,0.6624513600317761,True,0.002285553142428398,2.9347743138090157
analytic-oracle,test-0044,44,0.0,False,False,False,False,1.0057395439482663e-15,False,False,False,False,False,False,False,False,False,False,0.0,0.013247807595626482,,0.0,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0044,44,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.5754703855381837,,0.0,0.009353465400636196,True,0.00041506984452140225,0.03146631071309058,0.030234879446543017,20.290274559144258,0.5091855318645825,0.008983871898506699,0.5090139308709365,0.01772622818101183,0.5134595121869334,0.4865404878130666,True,0.00033144804183393717,0.8608679020162865
linear-extrapolation,test-0044,44,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,True,True,0.0,3.6996686193871577e-14,,0.0,0.007719873916357756,True,0.0006592108162461526,0.06337527446075047,0.08458284558267429,21.12389792653544,0.4202558022784556,0.014268118017810142,0.45402278156447995,0.01924676257787017,0.5660227506098687,0.43397724939013127,True,0.0003598792536649853,0.8608679020162865
learned-seed-11,test-0044,44,0.0,False,False,False,True,92.82236172894517,False,False,False,False,False,True,True,True,True,True,0.0,2.3061957936262885,11,8.181257716234102,0.012820284813642502,True,0.012194941672458428,0.10022856888806123,0.13177400197742392,18.921023264849605,0.6979128335735306,0.263950261001142,0.7005096593480147,0.0989067195669793,0.3304184999538515,0.6695815000461485,True,0.001849374733865261,2.3879770242798886
learned-seed-29,test-0044,44,0.0,False,True,False,True,51.04579076302841,False,False,False,False,False,True,True,True,False,True,0.0,2.421459110217561,29,6.845759621840508,0.008687678724527359,True,0.007908759334636067,0.04820510107570286,0.06406564576853323,20.610962479238314,0.4729413241552374,0.17117909594327535,0.47255235669957735,0.03967908838807057,0.5483112736179255,0.45168872638207447,True,0.0007419263711199164,2.631524711457924
learned-seed-47,test-0044,44,1.0,False,True,False,True,35.821618802386105,False,False,False,False,True,True,True,True,False,True,0.0,2.3076888914775036,47,5.577903813601061,0.007386952638626099,True,0.0008446844813539206,0.025759918112782564,0.030695878228262276,21.315346854448695,0.40213217743890683,0.01828255479241134,0.40170109375382107,0.019965387770926823,0.6160343867689105,0.38396561323108946,True,0.00037331623025238514,2.219548633241804
analytic-oracle,test-0045,45,0.0,False,False,False,False,1.3361762856254742e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.006233577603034368,,2.153089115999615e-17,0.0,False,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0045,45,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.45576738063708416,,0.0,0.011232317425310612,True,0.005754443370929589,0.031701748730134635,0.03200603897147144,19.495306318780084,0.4964268538384042,0.09566894270436367,0.4926729665298888,0.012363731899791019,0.5253061072416321,0.47469389275836793,True,0.00027572590624913573,0.6488030141761117
linear-extrapolation,test-0045,45,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,3.5228895709488354e-14,,0.0,0.007537940051406622,True,0.0016684100105162835,0.046977244102478374,0.06564018803911482,21.22747320779599,0.3331490486290996,0.027737699620056292,0.37707874683913783,0.010923726269139226,0.636681956645051,0.363318043354949,True,0.00024361207033507526,0.6488030141761117
learned-seed-11,test-0045,45,1.0,False,True,False,True,53.5044878483079,False,False,False,False,True,True,True,True,True,True,0.0,2.2905642251502156,11,7.191477868257031,0.01242785807698965,True,0.0031074971528619374,0.050657780440573966,0.06933987748946865,19.056037149223886,0.5492653253555612,0.05166285388661262,0.546887482497056,0.023880321212335333,0.47307003711639206,0.5269299628836079,True,0.0005325595266185701,2.46305801211023
learned-seed-29,test-0045,45,1.0,False,True,False,True,107.56464167345827,False,False,False,False,True,True,True,True,False,True,0.0,2.181950597459129,29,10.173788788386405,0.006791419815272093,True,0.001575968304613944,0.022422712631951395,0.029361716963998145,21.680394225562615,0.3001556174324453,0.026200835027706346,0.29879830720448314,0.019883433595517995,0.7121057146781729,0.28789428532182715,True,0.00044342418550513685,2.1354568514766727
learned-seed-47,test-0045,45,0.0,False,False,False,True,143.5549571999744,False,False,False,False,False,True,True,True,True,True,0.0,2.707774289582153,47,11.966058325167888,0.0153040224686265,True,0.020592020397489624,0.08063937084708768,0.11000950157451268,18.151944053701136,0.67638114535945,0.34234706861947634,0.6734223766296001,0.046068226060291866,0.3511527703976358,0.6488472296023642,True,0.0010273761581629515,2.8665534916046336
analytic-oracle,test-0046,46,0.0,False,False,False,False,1.141973079542032e-16,False,False,False,False,False,False,False,False,False,False,0.0,0.0023105218175089926,,1.9904811026558843e-17,0.0,False,1.164866814118426e-15,0.0,0.0,120.0,0.0,2.3854462132243066e-14,0.0,0.0,1.0,0.0,False,0.0,0.0
persistence,test-0046,46,1.0,False,True,False,True,0.0,False,False,False,False,True,False,True,False,False,True,0.0,0.4930003029760029,,0.0,0.012157488614320755,True,0.0019050033474133693,0.03866573596250332,0.04147881530597642,19.151561284832056,0.6507179828805493,0.03901118107400093,0.6495047575605942,0.01378869714045959,0.3797044842184418,0.6202955157815582,True,0.00026076933136209846,0.6559400994671152
linear-extrapolation,test-0046,46,1.0,False,True,False,True,0.0,False,False,False,False,True,False,False,False,False,True,0.0,2.630736334101336e-14,,0.0,0.00536264106631279,True,0.0009942130132823371,0.03912171755541975,0.05843125793488849,22.706212703754378,0.2870302484571498,0.02035976678988441,0.32634761341776886,0.010581119305431142,0.68832874766099,0.31167125233901005,True,0.00020010820298921317,0.6559400994671152
learned-seed-11,test-0046,46,0.0,False,True,False,True,11.639972718047584,False,False,False,False,False,True,True,True,False,True,0.0,0.8918624734233793,11,2.9565986186726687,0.006608366500586271,True,0.0016056088736661096,0.024897945391741113,0.03466710607435463,21.799058790096502,0.35370651421639404,0.032880098919332586,0.3533629557305528,0.02501844860809961,0.6625283274194795,0.33747167258052047,True,0.0004731443477794528,1.1505102221641528
