case_id,candidate,family,severity,expected_violation,physics_failed,position_rmse,velocity_rmse,initial_condition_error,energy_drift,momentum_drift,collision_event_error,kinematic_residual,mse,psnr,ssim,ssim_error,pixel_frechet,temporal_gradient_mse,ratio_to_random_mse,low_sensitivity_mse,exact_miss_mse,ratio_to_random_ssim_error,low_sensitivity_ssim_error,exact_miss_ssim_error,ratio_to_random_pixel_frechet,low_sensitivity_pixel_frechet,exact_miss_pixel_frechet,ratio_to_random_temporal_gradient_mse,low_sensitivity_temporal_gradient_mse,exact_miss_temporal_gradient_mse
case-001,correct,correct,0.0,none,0.0,0.0,0.0,0.0,6.278317264548197e-16,0.0,0.0,0.012025626897602802,0.0,120.0,1.0,0.0,2.424276057677588e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18386041244199e-15,0.0,0.0,0.0,0.0,0.0
case-001,inelastic-0.95,inelastic,0.05,energy,1.0,0.00095126179595744,0.015804685846719558,0.0,0.09611818051233906,0.0,0.0,0.012025626897602802,4.7221048589563e-05,43.25864373216532,0.9980551238949426,0.001944876105057447,3.213061829288825e-06,1.8105825802194886e-05,0.0020277129936948123,1.0,0.0,0.0020265840284575953,1.0,0.0,5.5451614710777236e-05,1.0,0.0,0.0007717725290761722,1.0,0.0
case-001,inelastic-0.80,inelastic,0.2,energy,1.0,0.003805047183829703,0.06321874338687768,0.0,0.35489789727632753,0.0,0.0,0.012025626897602802,0.0005826636916026473,32.34582043910727,0.9760053175125117,0.02399468248748826,4.136205748530523e-05,0.00010089759598486125,0.02502008688299246,1.0,0.0,0.025002744478481085,1.0,0.0,0.0007138340303360505,1.0,0.0,0.004300825252693108,1.0,0.0
case-001,inelastic-0.50,inelastic,0.5,energy,1.0,0.00951261795957674,0.15804685846719443,0.0,0.7393706193256839,0.0,0.0,0.012025626897602802,0.0021324811968952417,26.711147895253355,0.9121994531998951,0.08780054680010485,0.00019556962526053913,0.0001265665196115151,0.09157060168947773,1.0,0.0,0.09148921382304728,1.0,0.0,0.003375176727140307,1.0,0.0,0.005394979715595552,1.0,0.0
case-001,momentum-kick-0.025,momentum-kick,0.025,momentum,1.0,0.0007204703400674141,0.01197021412510542,0.0,0.010366159289163897,0.03759988516813118,0.0,0.012025626897602802,2.7930038413614966e-05,45.53928466991099,0.9988500425814025,0.0011499574185974692,2.7689481146438676e-06,5.334451543603791e-06,0.001199340198857842,1.0,0.0,0.0011982693045977444,1.0,0.0,4.7787018166827406e-05,1.0,0.0,0.00022738444542763167,1.0,0.0
case-001,momentum-kick-0.075,momentum-kick,0.075,momentum,1.0,0.002161411020202984,0.03591064237531627,0.0,0.03958098605543041,0.11279965550439348,0.0,0.012025626897602802,0.00021995168935973197,36.576726980345065,0.9909424206014766,0.009057579398523363,1.6935984245955178e-05,2.9483047910616733e-05,0.009444917294751267,1.0,0.0,0.009438105439108066,1.0,0.0,0.00029228434529140855,1.0,0.0,0.0012567339760936088,1.0,0.0
case-001,momentum-kick-0.150,momentum-kick,0.15,momentum,1.0,0.004322822040405198,0.07182128475063254,0.0,0.10460949667468011,0.22559931100878705,0.0,0.012025626897602802,0.0007127097342163324,31.470873095521853,0.9706607285499569,0.029339271450043114,6.638503139288002e-05,7.486015965696424e-05,0.030604377326823095,1.0,0.0,0.030571869731251096,1.0,0.0,0.001145685137399182,1.0,0.0,0.0031909626976802975,1.0,0.0
case-001,collision-dropout,collision-dropout,1.0,collision,1.0,0.038156750616549745,0.6321874338687776,0.0,0.0,0.0,1.0,1.886375071405512e-14,0.0063612572848796844,21.96457038766519,0.6943434418588659,0.3056565581411341,0.0009084924790592761,0.00019540385983418673,0.2731579335499396,0.0,0.0,0.3184977682184265,0.0,0.0,0.015678931061088325,1.0,0.0,0.00832921584152182,1.0,0.0
case-001,time-reverse,time-reverse,1.0,initial-condition,1.0,0.011566458380938685,0.8940480429390694,0.6602606161528636,6.278317264548193e-16,0.0,1.0,0.9383464558188244,0.003992298152297735,23.987770322487876,0.8356433867227496,0.16435661327725037,1.214306433183765e-17,0.0004611590120475739,0.17143276314086664,1.0,0.0,0.17126154543876138,1.0,0.0,2.095672478504038e-16,1.0,1.0,0.019657200998315128,1.0,0.0
case-001,random,random,1.0,state,1.0,0.2677862795434113,0.7570374789780797,0.39630765238634286,0.9844854237595136,1.5668384343127495,1.0,373.4828252323431,0.023287836462259293,16.32870857371193,0.040318053558497276,0.9596819464415027,0.057943521501536255,0.023460054770112038,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
case-002,correct,correct,0.0,none,0.0,0.0,0.0,0.0,4.380383551855615e-16,0.0,0.0,0.012054711629618665,0.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case-002,inelastic-0.95,inelastic,0.05,energy,1.0,0.0012145684828335362,0.018253355930033827,0.0,0.09723366439713928,0.0,0.0,0.012054711629618665,6.624186789849773e-05,41.788674297471374,0.9964647914024564,0.0035352085975436376,5.061395637850604e-06,2.623689579195343e-05,0.003690731562029459,1.0,0.0,0.0036921795816092463,1.0,0.0,0.00012334185632607693,1.0,0.0,0.0014379852452966041,1.0,0.0
