case_id,candidate,family,severity,expected_violation,physics_failed,position_rmse,velocity_rmse,initial_condition_error,energy_drift,momentum_drift,collision_event_error,kinematic_residual,mse,psnr,ssim,ssim_error,pixel_frechet,temporal_gradient_mse,ratio_to_random_mse,low_sensitivity_mse,exact_miss_mse,ratio_to_random_ssim_error,low_sensitivity_ssim_error,exact_miss_ssim_error,ratio_to_random_pixel_frechet,low_sensitivity_pixel_frechet,exact_miss_pixel_frechet,ratio_to_random_temporal_gradient_mse,low_sensitivity_temporal_gradient_mse,exact_miss_temporal_gradient_mse
case-002,inelastic-0.80,inelastic,0.2,energy,1.0,0.0048582739313341805,0.07301342372013533,0.0,0.35901660700482346,0.0,0.0,0.012054711629618665,0.0007668275502510369,31.153022923679675,0.9591011795729413,0.040898820427058724,4.990586629576585e-05,0.0001241040590684861,0.04272455974040274,1.0,0.0,0.042714817393692824,1.0,0.0,0.0012161630172611388,1.0,0.0,0.00680186433780146,1.0,0.0
case-002,inelastic-0.50,inelastic,0.5,energy,1.0,0.012145684828332809,0.18253355930033824,0.0,0.7479512645933826,0.0,0.0,0.012054711629618665,0.0026179254055023193,25.820427322849802,0.8602215438021664,0.13977845619783358,0.00018796870601289458,0.000140716991154477,0.1458603180684961,1.0,0.0,0.145984924986066,1.0,0.0,0.004580635617073918,1.0,0.0,0.007712381778972836,1.0,0.0
case-002,momentum-kick-0.025,momentum-kick,0.025,momentum,1.0,0.0008541260152925126,0.012836382951311771,0.0,0.0024374728001792813,0.03511364917296835,0.0,0.012054711629618665,3.363631549291313e-05,44.731915826937936,0.9982054474069771,0.0017945525930228579,2.438649632357029e-06,6.834435680502793e-06,0.0018740807763799536,1.0,0.0,0.0018742346481864529,1.0,0.0,5.9427793064514286e-05,1.0,0.0,0.00037458004736618867,1.0,0.0
case-002,momentum-kick-0.075,momentum-kick,0.075,momentum,1.0,0.002562378045877261,0.03850914885393531,0.0,8.539174891492123e-05,0.10534094751890505,0.0,0.012054711629618665,0.00026429331046529114,35.779138291678635,0.9858983439622614,0.014101656037738608,1.8282914043399887e-05,3.370680133230053e-05,0.01472536469023124,1.0,0.0,0.014727800369571416,1.0,0.0,0.0004455388826550383,1.0,0.0,0.0018473939663569982,1.0,0.0
case-002,momentum-kick-0.150,momentum-kick,0.15,momentum,1.0,0.005124756091756352,0.07701829770787054,0.0,0.02236421394619033,0.21068189503780993,0.0,0.012054711629618665,0.0008311534766107798,30.80318774181251,0.9556409838557336,0.044359016144266405,5.940984953974049e-05,8.026138675631955e-05,0.04630854271377644,1.0,0.0,0.046328653359220526,1.0,0.0,0.0014477669106689995,1.0,0.0,0.004398946081038605,1.0,0.0
case-002,collision-dropout,collision-dropout,1.0,collision,1.0,0.048694722894397864,0.730134237201353,0.0,0.0,0.0,1.0,2.53279715793248e-14,0.006485268007963896,21.880720717040717,0.6161079301236301,0.3838920698763699,0.0009898274706373659,0.0002271250559715554,0.36133315808498034,0.0,0.0,0.4009377163554341,0.0,0.0,0.024121243705580823,1.0,0.0,0.012448213459171015,1.0,0.0
case-002,time-reverse,time-reverse,1.0,initial-condition,1.0,0.00652979661415312,0.9776994853392655,0.7110238887558645,4.380383551855613e-16,0.0,0.0,1.0046602426577234,0.001517522381618619,28.188648948874455,0.9190360999737255,0.08096390002627452,0.0,0.0003338470123708248,0.08455026900068692,1.0,0.0,0.08455887404555712,1.0,0.0,0.0,1.0,1.0,0.018297403846183294,1.0,0.0
case-002,random,random,1.0,state,1.0,0.27031842924110133,0.7665267778021793,0.6821990579852352,0.9173207190814291,2.055979792859061,1.0,380.1507512117691,0.017948167398571968,17.459798885518754,0.042514449959986066,0.9574855500400139,0.04103550723665024,0.018245594576001167,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
case-003,correct,correct,0.0,none,0.0,0.0,0.0,0.0,3.364683807692859e-16,0.0,0.0,0.011920189549260829,0.0,120.0,1.0,0.0,3.443426099813962e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.900835867973966e-15,0.0,0.0,0.0,0.0,0.0
case-003,inelastic-0.95,inelastic,0.05,energy,1.0,0.0015667148651340394,0.022197426761393867,0.0,0.09706276269577274,0.0,0.0,0.011920189549260829,0.00013463987852446735,38.70826288863615,0.9953658186169315,0.004634181383068481,2.3455326067791174e-05,5.218054138822481e-05,0.004775609032864348,1.0,0.0,0.00477464677832456,1.0,0.0,0.00026571029715203643,1.0,0.0,0.0018193858015055832,1.0,0.0
case-003,inelastic-0.80,inelastic,0.2,energy,1.0,0.006266859460537261,0.08878970704557534,0.0,0.3583855853382363,0.0,0.0,0.011920189549260829,0.0014438118087127805,28.404894104809646,0.950301493520779,0.04969850647922103,0.00039279815627540383,0.0002191311214119196,0.051211281464369124,1.0,0.0,0.051204904217934104,1.0,0.0,0.0044497575741669635,1.0,0.0,0.0076404736393710666,1.0,0.0
case-003,inelastic-0.50,inelastic,0.5,energy,1.0,0.015667148651339655,0.22197426761393843,0.0,0.7466366361213256,0.0,0.0,0.011920189549260829,0.004696187097579241,23.282546089862514,0.838279125702179,0.161720874297821,0.001668691837822559,0.00023012790188658983,0.16657140342818166,1.0,0.0,0.16662275116703426,1.0,0.0,0.01890353614362542,1.0,0.0,0.008023899830928438,1.0,0.0
case-003,momentum-kick-0.025,momentum-kick,0.025,momentum,1.0,0.0009664690890053626,0.013693063937629145,0.0,0.005068792694658701,0.03077457223762936,0.0,0.011920189549260829,5.359802526072599e-05,42.70851210944703,0.9981553440590782,0.0018446559409217578,1.0348017864670114e-05,1.1075232578150462e-05,0.0019010951018668643,1.0,0.0,0.001900568798972532,1.0,0.0,0.00011722603615951392,1.0,0.0,0.0003861615913706513,1.0,0.0
case-003,momentum-kick-0.075,momentum-kick,0.075,momentum,1.0,0.002899407267011119,0.04107919181288748,0.0,0.020888823862430902,0.09232371671288818,0.0,0.011920189549260829,0.0004166963917668909,33.80180260143906,0.9856574896959028,0.014342510304097167,8.105621218337106e-05,5.843499457114376e-05,0.014780012239258795,1.0,0.0,0.014777242182782379,1.0,0.0,0.0009182336737939136,1.0,0.0,0.002037460643476311,1.0,0.0
case-003,momentum-kick-0.150,momentum-kick,0.15,momentum,1.0,0.005798814534024629,0.0821583836257749,0.0,0.05882498506022518,0.18464743342577628,0.0,0.011920189549260829,0.0012868164340034127,28.904834013359498,0.9557159252064533,0.04428407479354668,0.0002916778226189952,0.00013814689009450376,0.045642734182564114,1.0,0.0,0.045626357185028416,1.0,0.0,0.003304230378070829,1.0,0.0,0.004816785791663154,1.0,0.0
case-003,collision-dropout,collision-dropout,1.0,collision,1.0,0.06278260643393262,0.8878970704557537,0.0,0.0,0.0,1.0,3.0067578543960494e-14,0.011562976986169815,19.3693033873388,0.5544052803530984,0.44559471964690156,0.004234033266367483,0.00035964843118563294,0.4101330003199629,0.0,0.0,0.4591010184395871,0.0,0.0,0.0479646385689345,1.0,0.0,0.01253990916584392,1.0,0.0
case-003,time-reverse,time-reverse,1.0,initial-condition,1.0,0.022005581125437778,1.025255225280619,0.8107189203170472,3.36468380769286e-16,0.0,0.0,1.1461044647986345,0.00973193533718586,20.11800785355344,0.6649162461385321,0.33508375386146794,6.808789643208968e-16,0.0007129937293939292,0.34518687043430984,0.0,0.0,0.3452403852143125,0.0,0.0,7.713239688563132e-15,1.0,1.0,0.024860046164920793,1.0,0.0
case-003,random,random,1.0,state,1.0,0.2738787625653583,0.8010933199199564,0.3707590930095453,1.4321420705513614,2.113270377599188,1.0,387.74744200444826,0.028193237259984016,15.498550538400846,0.02941901291918586,0.9705809870808142,0.08827405757019006,0.028680305927991867,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
case-004,correct,correct,0.0,none,0.0,0.0,0.0,0.0,3.8045231784675084e-16,0.0,0.0,0.01521184249079,0.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case-004,inelastic-0.95,inelastic,0.05,energy,1.0,0.0009863098156258506,0.01638698920712281,0.0,0.09706932013151663,0.0,0.0,0.01521184249079,4.816694126930088e-05,43.172509316810306,0.9978184278118793,0.0021815721881206507,3.1645770491122143e-06,1.7037791621987708e-05,0.0022411297005287224,1.0,0.0,0.0022456085785131424,1.0,0.0,5.381321898984242e-05,1.0,0.0,0.0007992454410027189,1.0,0.0
case-004,inelastic-0.80,inelastic,0.2,energy,1.0,0.003945239262505291,0.065547956828491,0.0,0.35840979740867657,0.0,0.0,0.01521184249079,0.0005921418778598309,32.275742233626964,0.9731899501711799,0.02681004982882007,2.893526898454916e-05,9.058755676960573e-05,0.027551401737945146,1.0,0.0,0.027597013847993537,1.0,0.0,0.0004920404661445566,1.0,0.0,0.0042494763033870024,1.0,0.0
case-004,inelastic-0.50,inelastic,0.5,energy,1.0,0.009863098156261829,0.16386989207122754,0.0,0.7466870779347436,0.0,0.0,0.01521184249079,0.0021608450915664434,26.653763660595168,0.9021437774292306,0.09785622257076942,0.00013650416700105705,0.00011261863983236253,0.10054061946503072,1.0,0.0,0.10072862775864204,1.0,0.0,0.0023212355135782408,1.0,0.0,0.005282957818417196,1.0,0.0
case-004,momentum-kick-0.025,momentum-kick,0.025,momentum,1.0,0.0007470403261044447,0.012411659670432796,0.0,0.006450619730033785,0.037786736174735415,0.0,0.01521184249079,2.822388159984257e-05,45.49383258424793,0.9987230587347128,0.0012769412652872125,2.546963629609456e-06,4.864782567892689e-06,0.0013132114610301762,1.0,0.0,0.0013144237331227861,1.0,0.0,4.331078353670935e-05,1.0,0.0,0.00022820770291849136,1.0,0.0
case-004,momentum-kick-0.075,momentum-kick,0.075,momentum,1.0,0.0022411209783122672,0.037234979011298366,0.0,0.027918883774534373,0.11336020852420618,0.0,0.01521184249079,0.00022658443776890635,36.44769921582864,0.9897463528344804,0.010253647165519575,2.455243922115614e-05,2.5561726943124086e-05,0.010542606604857153,1.0,0.0,0.010554625770038604,1.0,0.0,0.0004175110190202295,1.0,0.0,0.001199104565704556,1.0,0.0
case-004,momentum-kick-0.150,momentum-kick,0.15,momentum,1.0,0.004482241956626265,0.07446995802259676,0.0,0.08153884130237161,0.22672041704841242,0.0,0.01521184249079,0.0007242284482344985,31.40124419772246,0.9672155113456625,0.032784488654337474,9.37166230344645e-05,6.471863889601082e-05,0.03369717575030318,1.0,0.0,0.03374682229872443,1.0,0.0,0.0015936389223820473,1.0,0.0,0.0030359613636067747,1.0,0.0
case-004,collision-dropout,collision-dropout,1.0,collision,1.0,0.0395868219636444,0.6554795682849102,0.0,0.0,0.0,1.0,1.9154605160887588e-14,0.006324295420199633,21.98987851521938,0.6681750121810787,0.33182498781892134,0.0018974756188291564,0.00017821435176301748,0.2942592144658493,0.0,0.0,0.34156515345619115,0.0,0.0,0.03226632482612036,1.0,0.0,0.008360062813776168,1.0,0.0
case-004,time-reverse,time-reverse,1.0,initial-condition,1.0,0.004159133353088079,0.9269880953269812,0.6601624424108412,3.804523178467507e-16,0.0,1.0,0.9335791158672883,0.0007375708664767444,31.32196245937979,0.9666042292472302,0.03339577075276978,0.0,0.00010678879334591329,0.03431797684357566,1.0,0.0,0.03437604755728149,1.0,0.0,0.0,1.0,1.0,0.005009478817768596,1.0,0.0
case-004,random,random,1.0,state,1.0,0.2617929101952059,0.7394408464453464,0.5152248280113371,1.3158524350611518,2.198819521996619,1.0,365.26265469892235,0.021492259576916695,16.6771792279617,0.028516274387806045,0.971483725612194,0.05880668557867813,0.021317346021533012,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
case-005,correct,correct,0.0,none,0.0,0.0,0.0,0.0,6.208013838518043e-16,0.0,0.0,0.011931796572289885,0.0,120.0,1.0,0.0,2.714842239903703e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3989400636675954e-15,0.0,0.0,0.0,0.0,0.0
case-005,inelastic-0.95,inelastic,0.05,energy,1.0,0.0014074238578311224,0.022110983191291667,0.0,0.09749138179166923,0.0,0.0,0.011931796572289885,0.0001005428348435089,39.97648873837043,0.9959007056578167,0.004099294342183257,1.2988751761475355e-05,4.219931724946946e-05,0.004245472697513279,1.0,0.0,0.004246356487195973,1.0,0.0,0.00021046062883791603,1.0,0.0,0.0017660686409200189,1.0,0.0
case-005,inelastic-0.80,inelastic,0.2,energy,1.0,0.005629695431320945,0.0884439327651666,0.0,0.3599681789230849,0.0,0.0,0.011931796572289885,0.0011053367052227259,29.565054080006036,0.9549398439571801,0.04506015604281988,0.00016260284673492737,0.00018815117073245347,0.04667340851176853,1.0,0.0,0.04667668870652108,1.0,0.0,0.002634702549029313,1.0,0.0,0.007874247832461132,1.0,0.0
case-005,inelastic-0.50,inelastic,0.5,energy,1.0,0.01407423857830219,0.22110983191291675,0.0,0.7499337060897605,0.0,0.0,0.011931796572289885,0.003654794069007039,24.37137088531967,0.8510320083907614,0.14896799160923857,0.0006307860998245353,0.00020191264047753066,0.15432555148413532,1.0,0.0,0.15431221687231716,1.0,0.0,0.01022081580040982,1.0,0.0,0.008450174215963367,1.0,0.0
case-005,momentum-kick-0.025,momentum-kick,0.025,momentum,1.0,0.0008320613239430096,0.013071892909462387,0.0,0.0003179017140639682,0.029558421394048563,0.0,0.011931796572289885,3.695609848364256e-05,44.323138842176945,0.998493717310701,0.0015062826892989767,2.784924355097272e-06,8.029705895751249e-06,0.0015604901867260776,1.0,0.0,0.0015603205662585147,1.0,0.0,4.512496210592174e-05,1.0,0.0,0.0003360483700355403,1.0,0.0
case-005,momentum-kick-0.075,momentum-kick,0.075,momentum,1.0,0.002496183971824222,0.039215678728387174,0.0,0.006195906794041458,0.08867526418214569,0.0,0.011931796572289885,0.0002902041596826166,35.37296366831916,0.9881698430827317,0.011830156917268297,2.9382001209495284e-05,4.3048785300925374e-05,0.012254019279991235,1.0,0.0,0.012254563682644385,1.0,0.0,0.00047608535174317566,1.0,0.0,0.0018016194266891555,1.0,0.0
case-005,momentum-kick-0.150,momentum-kick,0.15,momentum,1.0,0.00499236794364604,0.07843135745677438,0.0,0.028118418543630178,0.17735052836429144,0.0,0.011931796572289885,0.0009241555235348642,30.342549364320934,0.9623306570585818,0.037669342941418216,0.00012725474662645536,0.00010687983012758195,0.03902294031722996,1.0,0.0,0.039020730256346704,1.0,0.0,0.0020619467127741434,1.0,0.0,0.004472989816856675,1.0,0.0
case-005,collision-dropout,collision-dropout,1.0,collision,1.0,0.05640534260711218,0.8844393276516672,0.0,0.0,0.0,1.0,2.296773961065586e-14,0.008930999785661697,20.490999210564034,0.594568406709437,0.405431593290563,0.002070992647087908,0.00031660081003792584,0.37711604024830797,0.0,0.0,0.4199764477919058,0.0,0.0,0.03355691315293203,1.0,0.0,0.013249948073624021,1.0,0.0
case-005,time-reverse,time-reverse,1.0,initial-condition,1.0,0.010621539018929458,1.1387161178418237,0.8457809907898388,6.208013838518047e-16,0.0,0.0,1.1932128570515406,0.0036132263485342264,24.421048314460094,0.8527254020163474,0.1472745979836526,6.357761539454998e-16,0.0006491110543720424,0.15257033319692603,1.0,0.0,0.1525580727667359,1.0,0.0,1.0301671139515486e-14,1.0,1.0,0.02716571623242094,1.0,0.0
case-005,random,random,1.0,state,1.0,0.2654011072399403,0.8286393774795171,0.5357980315520237,1.0293763781877165,2.348875374383269,1.0,365.45859542568155,0.02368236519396305,16.255749261302192,0.034632548034097425,0.9653674519659026,0.06171582700856843,0.023894494399428368,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
case-006,correct,correct,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027070225917692013,0.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
